,0
3128,hanssen
3129,jenny lewis
3130,zackey force funk
3131,actual water
3132,default genders
3133,the raveonettes
3134,mutilation rites
3135,jim-e stack
3136,naomi shelton & the gospel queens
3137,11:11
3138,the unicorns
3139,gene the southern child
3140,ultramantis black
3141,the muffs
3142,hooray for earth
3143,drcarlsonalbion
3144,the acid
3145,the black angels
3146,"jeremih, shlohmo"
3147,melted toys
3148,white fence
3149,tessela
3150,luluc
3151,freeman
3152,the amazing snakeheads
3153,la roux
3154,goatwhore
3155,anna calvi
3156,ps i love you
3157,trepaneringsritualen
3158,liam betson
3159,mr. dream
3160,honeyblood
3161,anand wilder
3162,united waters
3163,"rioux, stephon alexander"
3164,cocteau twins
3165,peter murphy
3166,sons of magdalene
3167,woman's hour
3168,dj dodger stadium
3169,united nations
3170,reigning sound
3171,matthewdavid
3172,jungle
3173,"steve gunn, mike cooper"
3174,mellowhype
3175,late bloomer
3176,spazzkid
3177,will saul
3178,sighs
3179,babe rainbow
3180,the skygreen leopards
3181,kyary pamyu pamyu
3182,braid
3183,nonono
3184,what moon things
3185,kasai allstars
3186,serpentine path
3187,the vacant lots
3188,"brian eno, karl hyde"
3189,motion sickness of time travel
3190,ooioo
3191,luke abbott
3192,beverly
3193,dalhous
3194,eaters
3195,cabaret voltaire
3196,plastikman
3197,caustic window
3198,old 97's
3199,trap them
3200,circulatory system
3201,riff raff
3202,ulises conti
3203,craig leon
3204,eyehategod
3205,black bananas
3206,harassor
3207,jobriath
3208,a sunny day in glasgow
3209,matteah baim
3210,dan melchior und das menace
3211,dead congregation
3212,the knife
3213,nightfell
3214,brian reitzell
3215,richard reed parry
3216,big freedia
3217,devont hynes
3218,the antlers
3219,donnie & joe emerson
3220,the felice brothers
3221,yaitw
3222,martyn
3223,klaxons
3224,crowbar
3225,kyle bobby dunn
3226,stick against stone
3227,enabler
3228,chris schlarb
3229,first aid kit
3230,alice boman
3231,the atlas moth
3232,tomas barfod
3233,the fresh & onlys
3234,craft spells
3235,dub thompson
3236,chrissie hynde
3237,popcaan
3238,watter
3239,mayhem
3240,sbastien tellier
3241,hamilton leithauser
3242,50 cent
3243,lee bains iii & the glory fires
3244,well$
3245,obn iiis
3246,taylor mcferrin
3247,david lang
3248,"tom carter, pat murano"
3249,"buzz ""king buzzo"" osborne"
3250,gold-bears
3251,lee fields & the expressions
3252,ned doheny
3253,copeland
3254,dj sprinkles
3255,officer!
3256,trash talk
3257,leslie winer
3258,g-side
3259,napolian
3260,popstrangers
3261,haunted hearts
3262,"ryksopp, robyn"
3263,"oren ambarchi, stephen omalley, randall dunn"
3264,echo and the bunnymen
3265,lantls
3266,future death
3267,blu
3268,owen pallett
3269,carl hultgren
3270,white sea
3271,leyland kirby presents v/vm
3272,datashock
3273,vangelis katsoulis
3274,traxman
3275,big boys
3276,elijah & skilliam
3277,mason bates
3278,cold cave
3279,herzog
3280,trans am
3281,moon b
3282,agalloch
3283,sculpture
3284,iamsu!
3285,young widows
3286,planning for burial
3287,wooden wand
3288,fatima
3289,low pros
3290,chromeo
3291,teitanblood
3292,gruff rhys
3293,the black keys
3294,kemialliset ystvt
3295,sean nicholas savage
3296,mirah
3297,mike adams at his honest weight
3298,paws
3299,nat baldwin
3300,mark e
3301,"lee, ar-2"
3302,lily allen
3303,maria minerva
3304,sfv acid
3305,wold
3306,young magic
3307,tune-yards
3308,papercuts
3309,fujiya & miyagi
3310,lykke li
3311,mincemeat or tenspeed
3312,"creation rebel, new age steppers"
3313,silkworm
3314,wovenhand
3315,sd laika
3316,ramona lisa
3317,survival knife
3318,pink mountaintops
3319,fennesz
3320,kelis
3321,good willsmith
3322,the moles
3323,damon albarn
3324,jesse boykins iii
3325,larry heard
3326,"gucci mane, young thug"
3327,thee silver mt. zion memorial orchestra
3328,doss
3329,old wainds
3330,a minor forest
3331,heterotic
3332,final conflict
3333,pharoahe monch
3334,tourist
3335,david lynch
3336,floor
3337,plague vendor
3338,lockah
3339,"j. spaceman, kid millions"
3340,life without buildings
3341,for against
3342,"davinci, sweet valley"
3343,duck sauce
3344,wyrd visions
3345,dj q
3346,jessica lea mayfield
3347,slint
3348,howler
3349,walls/oram
3350,chet faker
3351,bikini kill
3352,ghetto ghouls
3353,amps for christ
3354,the both
3355,triptykon
3356,deleted scenes
3357,downliners sekt
3358,school of language
3359,"girl talk, freeway"
3360,tweens
3361,cute heels
3362,chuck inglish
3363,man forever with so percussion
3364,sohn
3365,the skull defekts
3366,"squarepusher, z-machines"
3367,mobb deep
3368,loops haunt
3369,pyrrhon
3370,fireworks
3371,off!
3372,avey tares slasher flicks
3373,jon langford
3374,young & sick
3375,sage the gemini
3376,white hinterland
3377,teebs
3378,the faint
3379,nux vomica
3380,millie & andrea
3381,sisyphus
3382,architecture in helsinki
3383,orcas
3384,legowelt
3385,ausmuteants
3386,pure x
3387,gang wizard
3388,bart davenport
3389,small black
3390,pilgrim
3391,chimurenga renaissance
3392,2ne1
3393,the hold steady
3394,horseback
3395,the brothers & sisters
3396,the bad plus
3397,glenn kotche
3398,johnny cash
3399,twilight
3400,carla bozulich
3401,grieves
3402,tony molina
3403,owls
3404,lavender country
3405,dutch e germ
3406,pan sonic
3407,jon porras
3408,tokyo police club
3409,"jonny greenwood, bryce dessner"
3410,evian christ
3411,skrillex
3412,vertical scratchers
3413,offenders
3414,current 93
3415,lyla foy
3416,woo
3417,the coathangers
3418,kevin drew
3419,beth israel
3420,tycho
3421,bo anders persson
3422,nocando
3423,perfect pussy
3424,ringworm
3425,the unsemble
3426,move d
3427,trust
3428,"donato dozzy, nuel"
3429,"madlib, freddie gibbs"
3430,dodsferd
3431,benedek
3432,peter walker
3433,dean wareham
3434,tensnake
3435,thou
3436,hauschka
3437,sun araw
3438,cynic
3439,axxa/abraxas
3440,d. charles speer and the helix
3441,laibach
3442,m
3443,pharrell
3444,lakutis
3445,eadonmm
3446,whomadewho
3447,empty flowers
3448,perc
3449,"obey city, seiho"
3450,patten
3451,death vessel
3452,nguzunguzu
3453,skaters
3454,the notwist
3455,the souljazz orchestra
3456,christina vantzou
3457,behemoth
3458,ramesh
3459,damaged bug
3460,bleeding rainbow
3461,dena
3462,magic touch
3463,neneh cherry
3464,slough feg
3465,peter buck
3466,new bums
3467,kalle mattson
3468,optimo
3469,untold
3470,junius
3471,culted
3472,illum sphere
3473,shocking pinks
3474,woods of desolation
3475,solids
3476,leyland kirby
3477,cheatahs
3478,neil finn
3479,lydia loveless
3480,hands
3481,brigitte fontaine
3482,planningtorock
3483,lo-fang
3484,mantar
3485,helms alee
3486,nina persson
3487,temples
3488,afterhours
3489,dog bite
3490,foetus
3491,cibo matto
3492,thumpers
3493,gridlink
3494,total slacker
3495,white rainbow
3496,feadz
3497,guardian alien
3498,cheveu
3499,have a nice life
3500,woodsman
3501,"sunn o))), ulver"
3502,jerome lol
3503,aa
3504,dj dog dick
3505,aztec camera
3506,bombay bicycle club
3507,broken bells
3508,cymbals
3509,bohren & der club of gore
3510,lost in the trees
3511,snowbird
3512,david first
3513,maximo park
3514,ceo
3515,uncle tupelo
3516,gem club
3517,stefan jaworzyn
3518,supreme cuts
3519,demilich
3520,pontiak
3521,argentinum astrum
3522,hospitality
3523,cities aviv
3524,dum dum girls
3525,step brothers
3526,drowners
3527,jeremy jay
3528,michael yonkers
3529,indian
3530,damien jurado
3531,bill callahan
3532,shy boys
3533,vex
3534,nick drake
3535,graze
3536,alcest
3537,doug paisley
3538,pangaea
3539,the john lurie national orchestra
3540,i break horses
3541,nina kraviz
3542,fabolous
3543,the lucksmiths
3544,peter morn
3545,the gories
3546,painted palms
3547,del tha funkee homosapien
3548,cybotron
3549,lanterns on the lake
3550,blank realm
3551,sick thoughts
3552,angel haze
3553,dudley perkins
3554,magic trick
3555,luciano cilio
3556,"busta rhymes, q-tip"
3557,way through
3558,ukkonen
3559,harold budd
3560,king l
3561,barnett + coloccia
3562,justus khncke
3563,stephen malkmus and the jicks
3564,the verlaines
3565,kerridge
3566,sada bonaire
3567,bryce hackford
3568,lumbar
3569,the thing
3570,vastum
3571,ian isiah
3572,vangelist
3573,bjrn torske
3574,robert beatty
3575,david novick
3576,r. kelly
3577,"don trip, starlito"
3578,inquisition
3579,gardland
3580,robert pollard
3581,7 days of funk
3582,bloodyminded
3583,iron chic
3584,physical therapy
3585,ejecta
3586,bright eyes
3587,vaura
3588,heatsick
3589,kallisti
3590,beedeegee
3591,capsule
3592,mike donovan
3593,emily jane white
3594,"flume, chet faker"
3595,guido
3596,phill niblock
3597,creep
3598,beachwood sparks
3599,raum
3600,hellfyre club
3601,teengirl fantasy
3602,mick turner
3603,milosh
3604,jensen sportag
3605,sebastien grainger
3606,"okkyung lee, c. spencer yeh, lasse marhaug"
3607,willie burns
3608,logos
3609,fins
3610,skeletonwitch
3611,minor alps
3612,the stranger
3613,future of the left
3614,fis
3615,magik markers
3616,"kurt vile, sore eros"
3617,whores
3618,wooden shjips
3619,throwing muses
3620,john talabot
3621,boogarins
3622,brad laner
3623,yamantaka // sonic titan
3624,the beatles
3625,skin town
3626,gatekeeper
3627,musiccargo
3628,connan mockasin
3629,luke temple
3630,luscious jackson
3631,"kronos quartet, bryce dessner"
3632,gesaffelstein
3633,latyrx
3634,"action bronson, party supplies"
3635,wooden wand & the world war iv
3636,"boldy james, the alchemist"
3637,yvette
3638,sapphire slows
3639,mellowhigh
3640,midlake
3641,doley bernays
3642,swearin
3643,the beta band
3644,miracle
3645,yancey boys
3646,black devil disco club
3647,gnaw
3648,upset
3649,sky ferreira
3650,atlantean kodex
3651,paavoharju
3652,audacity
3653,castevet
3654,dosh
3655,doomriders
3656,boardwalk
3657,kwes
3658,red fang
3659,daniel avery
3660,happy jawbone family band
3661,earthless
3662,dead gaze
3663,motrhead
3664,deco
3665,schneider tm
3666,school of night
3667,leverage models
3668,summer camp
3669,crystal antlers
3670,the dismemberment plan
3671,hoax
3672,pearl jam
3673,in solitude
3674,the dirtbombs
3675,elf power
3676,sons of the morning
3677,lee ranaldo and the dust
3678,glasser
3679,hunters
3680,tape deck mountain
3681,yuppies
3682,roy harper
3683,trentemller
3684,polvo
3685,darkside
3686,forest fire
3687,quasi
3688,kelley stoltz
3689,blitzen trapper
3690,cuushe
3691,deltron 3030
3692,melt-banana
3693,justin timberlake
3694,dr. dog
3695,loss of self
3696,dustin wong
3697,au revoir simone
3698,mazzy star
3699,ulcerate
3700,ghost wave
3701,girls against boys
3702,jesu
3703,icona pop
3704,blouse
3705,potty mouth
3706,grave miasma
3707,peter gabriel
3708,nirvana
3709,g-dragon
3710,yoko ono plastic ono band
3711,sebadoh
3712,kyson
3713,carol kleyn
3714,"elvis costello, the roots"
3715,keep shelly in athens
3716,royal bangs
3717,london grammar
3718,crystal stilts
3719,modern life is war
3720,lake
3721,daedelus
3722,mgmt
3723,j-zone
3724,terry malts
3725,carcass
3726,arctic monkeys
3727,emily reo
3728,elizabeth morris
3729,man man
3730,janelle mone
3731,the stepkids
3732,mm
3733,goodie mob
3734,califone
3735,jackson and his computerband
3736,the howling wind
3737,richard youngs
3738,pink frost
3739,jonathan rado
3740,neko case
3741,richard buckner
3742,roky erickson
3743,king khan and the shrines
3744,volcano choir
3745,holograms
3746,john wizards
3747,vasaeleth
3748,golden suits
3749,marcos cabral
3750,icarus line
3751,venom p. stinger
3752,modern hut
3753,vieux farka tour
3754,shigeto
3755,party supplies
3756,flaamingos
3757,lycia
3758,gorguts
3759,franz ferdinand
3760,mean lady
3761,diana
3762,still life still
3763,r. stevie moore
3764,laura veirs
3765,white hills
3766,watain
3767,jeremiah jae
3768,illangelo
3769,no age
3770,danny paul grody
3771,ildjarn
3772,the delta mirror
3773,slow walkers
3774,surf city
3775,gogol bordello
3776,robbie basho
3777,pure bathing culture
3778,billy woods
3779,the horse's ha
3780,bare mutants
3781,lustmord
3782,"mark kozelek, desertshore"
3783,ras g
3784,dbridge
3785,rudimental
3786,missing monuments
3787,the belle game
3788,edward sharpe & the magnetic zeros
3789,"dm-funk, steve arrington"
3790,yellow eyes
3791,"pete rock, camp lo"
3792,the clean
3793,-ziq
3794,"prodigy, the alchemist"
3795,ken camden
3796,honey ltd.
3797,dawn of midi
3798,ultrasta
3799,"sarah lee guthrie, johnny irion"
3800,minks
3801,annie
3802,"explosions in the sky, david wingo"
3803,lesbian
3804,soft metals
3805,loftus
3806,mouth of the architect
3807,helen marnie
3808,morne
3809,raffertie
3810,true widow
3811,the cairo gang
3812,crash of rhinos
3813,mammoth grinder
3814,the love language
3815,grant hart
3816,chance
3817,nylo
3818,ikonika
3819,taragana pyjarama
3820,future bible heroes
3821,valient thorr
3822,nobody
3823,lightning dust
3824,weekend
3825,salvia plath
3826,palms
3827,hunx and his punx
3828,dunkelziffer
3829,hospital ships
3830,the memories
3831,okkyung lee
3832,man's gin
3833,roedelius schneider
3834,fuck buttons
3835,amon amarth
3836,iasos
3837,david yow
3838,mark mulcahy
3839,hatred surge
3840,alela diane
3841,mayer hawthorne
3842,hebronix
3843,gauntlet hair
3844,andy kaufman
3845,ghost outfit
3846,andrew cedermark
3847,alex burkat
3848,young moe
3849,devo
3850,summoning
3851,bass drum of death
3852,kirin j callinan
3853,melt yourself down
3854,"keith fullerton whitman, floris vanhoof"
3855,ruby pins
3856,ooooo
3857,carl craig
3858,katie got bandz
3859,the-drum
3860,townes van zandt
3861,james holden
3862,tnt subhead
3863,knx
3864,css
3865,airhead
3866,hailu mergia
3867,beady eye
3868,daftside
3869,spectrals
3870,matias aguayo
3871,the ex & brass unbound
3872,noah and the whale
3873,matthew herbert
3874,roomrunner
3875,digable planets
3876,candy claws
3877,the baptist generals
3878,empire of the sun
3879,date palms
3880,bad rabbits
3881,alexander spit
3882,oren ambarchi | keiji haino | jim o'rourke
3883,john vanderslice
3884,quasimoto
3885,emika
3886,close
3887,sigur rs
3888,coma cinema
3889,wampire
3890,rodan
3891,oblivians
3892,lansing-dreiden
3893,the lonely island
3894,benga
3895,blood ceremony
3896,the jet age of tomorrow
3897,quadron
3898,smith westerns
3899,case studies
3900,koreless
3901,etran finatawa
3902,brazos
3903,double dagger
3904,black sabbath
3905,lilacs & champagne
3906,phaseone
3907,peter jefferies
3908,camera obscura
3909,"chris corsano, bill orcutt"
3910,asg
3911,the child of lov
3912,cleaners from venus
3913,alex bleeker and the freaks
3914,beacon
3915,grim tower
3916,hyetal
3917,alice in chains
3918,human eye
3919,agrimonia
3920,"rivers cuomo, scott murphy"
3921,still corners
3922,cocorosie
3923,black host
3924,when saints go machine
3925,the pastels
3926,saturday looks good to me
3927,the source family
3928,kisses
3929,club 8
3930,shannon and the clams
3931,survival
3932,daniel menche
3933,scout niblett
3934,daft punk
3935,cathedral
3936,vr
3937,mark lanegan & duke garwood
3938,john grant
3939,slava
3940,dungeonesse
3941,sadgiqacea
3942,love
3943,the breeders
3944,patrick vian
3945,uncle acid and the deadbeats
3946,the focus group
3947,vampire weekend
3948,purson
3949,pharaohs
3950,aosoth
3951,beaches
3952,wolf people
3953,gobby
3954,little boots
3955,howl
3956,bill ryder-jones
3957,omar s
3958,altar of plagues
3959,neon neon
3960,van dyke parks
3961,ola podrida
3962,sandwell district
3963,bone sickness
3964,akron/family
3965,pretty & nice
3966,hessian
3967,wiz khalifa & curren$y
3968,"the album leaf, sun kil moon"
3969,cayucas
3970,pan american
3971,iggy and the stooges
3972,the heliocentrics
3973,woe
3974,futurebirds
3975,the boy least likely to
3976,young galaxy
3977,yellowman
3978,anika
3979,snoop lion
3980,anciients
3981,blackout beach
3982,the appleseed cast
3983,junip
3984,bored nothing
3985,barn owl
3986,the shouting matches
3987,cosmin trg
3988,meat puppets
3989,cassie
3990,snapper
3991,houses
3992,skagos
3993,life coach
3994,david grubbs
3995,art brut
3996,the haxan cloak
3997,shuggie otis
3998,"cough, windhand"
3999,team ghost
4000,solar bears
4001,yeah yeah yeahs
4002,alpoko don
4003,a hawk and a hacksaw
4004,orchestral manoeuvres in the dark
4005,the postal service
4006,born ruffians
4007,implodes
4008,luxury liners
4009,lafur arnalds
4010,steve mason
4011,toxic holocaust
4012,black rebel motorcycle club
4013,io echo
4014,joe meek
4015,alex calder
4016,emptymansions
4017,rilo kiley
4018,kinski
4019,fiend
4020,stornoway
4021,mudhoney
4022,mad season
4023,generationals
4024,matt shadetek
4025,vondelpark
4026,goldie
4027,sid hemphill
4028,jace clayton
4029,call of the void
4030,cankun
4031,edwyn collins
4032,foot village
4033,blanche blanche blanche
4034,karl bartos
4035,brandt brauer frick
4036,ensemble pearl
4037,lady
4038,girls names
4039,hit-boy
4040,boat
4041,caitlin rose
4042,dump
4043,marnie stern
4044,deniro farrar
4045,julian lynch
4046,leven signs
4047,thalia zedek band
4048,anas mitchell & jefferson hamer
4049,fol chen
4050,clinic
4051,october falls
4052,black pus
4053,carmen villain
4054,rachel zeffira
4055,st 2 lettaz
4056,the delfonics
4057,dave grohl
4058,batillus
4059,bandshell
4060,boldy james
4061,son volt
4062,toy love
4063,young dreams
4064,apparat
4065,golden grrrls
4066,deathfix
4067,pete swanson
4068,kate nash
4069,art department
4070,mister lies
4071,defeated sanity
4072,suuns
4073,how to destroy angels_
4074,javelin
4075,josh ritter
4076,rhye
4077,horna
4078,voigt & voigt
4079,"lloyd cole, hans-joachim roedelius"
4080,cyclopean
4081,sally shapiro
4082,chelsea light moving
4083,parenthetical girls
4084,pvt
4085,benjamin damage
4086,vietnam
4087,the mississippi sheiks
4088,kavinsky
4089,shout out louds
4090,atoms for peace
4091,black twig pickers
4092,the howling hex
4093,maxmillion dunbar
4094,waka flocka flame
4095,portal
4096,feeding people
4097,eat skull
4098,"bonnie prince billy, dawn mccarthy"
4099,dur-dur band
4100,psychic ills
4101,inc.
4102,strfkr
4103,endless boogie
4104,darwin deez
4105,companion
4106,qluster
4107,applescal
4108,spectral park
4109,salva
4110,paul banks
4111,the spinto band
4112,lady lazarus
4113,lisa germano
4114,umberto
4115,clogs
4116,veronica falls
4117,cult of luna
4118,k-x-p
4119,ulrich schnauss
4120,xxxy
4121,hayden
4122,little wings
4123,jacco gardner
4124,cakes da killa
4125,renny wilson
4126,wraetlic
4127,my bloody valentine
4128,sonny smith
4129,chris darrow
4130,lightning swords of death
4131,guards
4132,tomahawk
4133,la big vic
4134,vado
4135,amateur best
4136,adam green & binki shapiro
4137,indians
4138,amor de das
4139,pearl necklace
4140,motor city drum ensemble
4141,buke and gase
4142,pillowfight
4143,radar brothers
4144,kitty
4145,wimps
4146,cocaine 80s
4147,boduf songs
4148,mice parade
4149,ben ufo
4150,spaceghostpurrp
4151,the ruby suns
4152,nas
4153,esben and the witch
4154,mike shiflet
4155,mountains
4156,alasdair roberts & friends
4157,hilly eye
4158,the traditional fools
4159,brokeback
4160,camper van beethoven
4161,mouse on tha track
4162,free energy
4163,arbouretum
4164,mystical weapons
4165,retribution gospel choir
4166,dj nature
4167,ethernet
4168,masta killa
4169,"the congos, sun araw, m. geddes gengras"
4170,l. pierre
4171,holopaw
4172,tall firs
4173,frankie knuckles
4174,stars of the lid
4175,pro era
4176,pantha du prince & the bell laboratory
4177,tall ships
4178,"mats gustafsson, colin stetson"
4179,three legged race
4180,billow observatory
4181,the heartbreakers
4182,florian hecker
4183,incantation
4184,broadcast
4185,theologian
4186,taco leg
4187,sigha
4188,starkey
4189,gate
4190,rich kidz
4191,window twins
4192,jk flesh / prurient
4193,raglani
4194,estasy
4195,cold pumas
4196,charles mingus
4197,starred
4198,girls aloud
4199,jozef van wissem & jim jarmusch
4200,captain murphy
4201,von
4202,stubborn heart
4203,memory tapes
4204,nidingr
4205,roomful of teeth
4206,forgotten tomb
4207,wu-block
4208,dragged into sunlight
4209,allah-las
4210,the crystal ark
4211,"tim hecker, daniel lopatin"
4212,nadja
4213,nico muhly
4214,x-tg
4215,boody & le1f
4216,bad brains
4217,the people's temple
4218,"e-40, too $hort"
4219,downfall of gaia
4220,gerry read
4221,forma
4222,raime
4223,the evens
4224,lukid
4225,freeway
4226,the babies
4227,isis
4228,ital tek
4229,davinci
4230,oneida
4231,mr. muthafuckin exquire
4232,mad music inc.
4233,jessica bailiff
4234,dead prez
4235,prince rama
4236,joni mitchell
4237,anaal nathrakh
4238,halls
4239,viv albertine
4240,early graves
4241,trop tard
4242,bison b.c.
4243,outer minds
4244,king dude
4245,emeralds
4246,people get ready
4247,dreamscape
4248,tracey thorn
4249,martha wainwright
4250,the coup
4251,sweet valley
4252,egyptian hip hop
4253,grmln
4254,cody chesnutt
4255,"neil young, crazy horse"
4256,diamond rings
4257,chad valley
4258,matthew friedberger
4259,the luyas
4260,"oren ambarchi, robin fox"
4261,the secret
4262,dark dark dark
4263,born gold
4264,yakuza
4265,julie doiron
4266,laurie spiegel
4267,god seed
4268,talk normal
4269,race horses
4270,times new viking
4271,prince paul
4272,jason molina
4273,zodiac
4274,jason lytle
4275,cee-lo green
4276,letting up despite great faults
4277,rudi zygadlo
4278,pinback
4279,earlimart
4280,two fingers
4281,car bomb
4282,ben gibbard
4283,ladyhawk
4284,sabbath assembly
4285,shed
4286,night moves
4287,fabulous diamonds
4288,chrome canyon
4289,royal-t
4290,a.c. newman
4291,weapon
4292,lord huron
4293,maserati
4294,sensations' fix
4295,taken by trees
4296,seapony
4297,young smoke
4298,sarin smoke
4299,sun airway
4300,the hood internet
4301,terror danjah
4302,weird weeds
4303,tilly and the wall
4304,patrick wolf
4305,levek
4306,yoko ono / kim gordon / thurston moore
4307,sera cahoone
4308,n sensae
4309,"oneohtrix point never, rene hell"
4310,tussle
4311,melodys echo chamber
4312,the soft pack
4313,mala
4314,efterklang
4315,lavender diamond
4316,kreayshawn
4317,winterfylleth
4318,ben folds five
4319,sic alps
4320,james iha
4321,hooded menace
4322,the sea and cake
4323,g.o.o.d. music
4324,corin tucker band
4325,gaza
4326,neil halstead
4327,holy other
4328,turbo fruits
4329,menomena
4330,the music tapes
4331,sondre lerche
4332,the helio sequence
4333,"david byrne, st. vincent"
4334,mark fell
4335,lv
4336,patterson hood
4337,mndr
4338,lace curtains
4339,cat power
4340,nihill
4341,xxl
4342,andrew w.k.
4343,blu & exile
4344,harry pussy
4345,ombre
4346,stagnant pools
4347,poor moon
4348,nathan fake
4349,beanie sigel
4350,divine fits
4351,spector
4352,the black swans
4353,ariel pink's haunted graffiti
4354,opossom
4355,redd kross
4356,dabke
4357,mungolian jet set
4358,ice choir
4359,ash borer
4360,cid rim
4361,lorelei
4362,jukebox the ghost
4363,archers of loaf
4364,oneman
4365,nina sky
4366,alice cohen
4367,roxy music
4368,dignan porch
4369,the locust
4370,dead can dance
4371,hour of 13
4372,willits + sakamoto
4373,"david lynch, alan splet"
4374,samara lubelski
4375,wishmountain
4376,"domo genesis, the alchemist"
4377,three mile pilot
4378,husky
4379,seams
4380,bonde do rol
4381,troy ave
4382,fergus & geronimo
4383,the books
4384,antibalas
4385,evoken
4386,glacial
4387,pierre schaeffer
4388,samothrace
4389,lost sounds
4390,sugar
4391,om
4392,gza
4393,jimmy cliff
4394,ihsahn
4395,gary war
4396,tnght
4397,fang island
4398,luke haines
4399,family band
4400,poolside
4401,erika spring
4402,van she
4403,woody guthrie
4404,lil reese
4405,tom findlay
4406,deathspell omega
4407,mission of burma
4408,arrange
4409,dusted
4410,digitalism
4411,everything but the girl
4412,deep time
4413,jeans wilder
4414,bosse-de-nage
4415,milk maid
4416,a lull
4417,kotki dwa
4418,port st. willow
4419,richard hawley
4420,pop etc
4421,codeine
4422,totally enormous extinct dinosaurs
4423,kitty pryde
4424,the intelligence
4425,modeselektor
4426,the hundred in the hands
4427,father yod and the source family
4428,the cinematic orchestra
4429,ty segall band
4430,process of guilt
4431,echo lake
4432,blues control
4433,zulu winter
4434,polysick
4435,the db's
4436,dz deathrays
4437,"the thing, neneh cherry"
4438,kelly hogan
4439,piano magic
4440,keith fullerton whitman
4441,catcall
4442,friends
4443,dawnbringer
4444,bobby womack
4445,dexys
4446,jaill
4447,"arthur russell, peter zummo"
4448,ursprung
4449,bullion
4450,smoke fairies
4451,burzum
4452,mystery jets
4453,cadence weapon
4454,ryan monroe
4455,the hives
4456,d'eon
4457,patti smith
4458,mina tindle
4459,airbird
4460,saint vitus
4461,gossip
4462,aldebaran
4463,david banner
4464,the wake
4465,the mynabirds
4466,tu fawning
4467,plankton wat
4468,scissor sisters
4469,lemonade
4470,slugabed
4471,talwst
4472,the walkmen
4473,reptar
4474,exitmusic
4475,"paul mccartney, linda mccartney"
4476,"hauschka, hilary hahn"
4477,the trypes
4478,spacin'
4479,rye rye
4480,choir of young believers
4481,grass widow
4482,andrew weatherall
4483,jimmy edgar
4484,el-p
4485,distal
4486,rsenkpf
4487,k-holes
4488,ethel
4489,the pharcyde
4490,me
4491,one little plane
4492,violens
4493,moe tucker
4494,ktl
4495,sidi tour
4496,silversun pickups
4497,killer mike
4498,ramona falls
4499,"david daniell, douglas mccombs"
4500,"geoff barrow, ben salisbury"
4501,here we go magic
4502,sleep
4503,felix
4504,jk flesh
4505,the electronic anthology project
4506,moss icon
4507,lazer sword
4508,cornershop
4509,dave aju
4510,girl unit
4511,led er est
4512,electric guest
4513,"ty segall, white fence"
4514,wolfbrigade
4515,filastine
4516,the primitives
4517,yellow ostrich
4518,the brian jonestown massacre
4519,gravenhurst
4520,dean blunt and inga copeland
4521,trouble books
4522,light asylum
4523,mohn
4524,miles kane
4525,"billy bragg, wilco"
4526,nuojuva
4527,secrets of the moon
4528,dylan ettinger
4529,black breath
4530,volcano the bear
4531,struck by lightning
4532,brendan benson
4533,the dandy warhols
4534,suckers
4535,diamond rugs
4536,"amps for christ, woods"
4537,anhedonist
4538,grinderman
4539,stalley
4540,dog shredder
4541,lissy trullie
4542,rufus wainwright
4543,young prisms
4544,molly nilsson
4545,king felix
4546,spiritualized
4547,120 days
4548,elite gymnastics
4549,black dice
4550,oberhofer
4551,conan
4552,vijay iyer trio
4553,big baby gandhi
4554,sandy bull & the rhythm ace
4555,circle of ouroborus
4556,split cranium
4557,quakers
4558,chains of love
4559,fat trel
4560,grand duchy
4561,magic bullets
4562,inverloch
4563,addison groove
4564,rusko
4565,ryan power
4566,graham coxon
4567,breton
4568,anas mitchell
4569,firehose
4570,orbital
4571,dr. john
4572,prodigy
4573,chromatics
4574,lightships
4575,au
4576,lotus plaza
4577,miike snow
4578,les discrets
4579,weird dreams
4580,carter tutti void
4581,"ben chasny, gala drop"
4582,georgia anne muldrow
4583,black to comm
4584,paul weller
4585,pepe delux
4586,"cam'ron, vado, mckenzie eddy"
4587,voices from the lake
4588,s / s / s
4589,fanfarlo
4590,mirrorring
4591,odd future wolf gang kill them all
4592,the host
4593,gentleman jesse
4594,new build
4595,dolphins into the future
4596,ben browning
4597,daniel rossen
4598,mi ami
4599,the wedding present
4600,unsane
4601,tribes
4602,white car
4603,drudkh
4604,sentridoh
4605,the phenomenal handclap band
4606,dva
4607,rimar
4608,phdre
4609,dunes
4610,azusa plane
4611,pretty good dance moves
4612,spoek mathambo
4613,rocket juice & the moon
4614,masaki batoh
4615,ketamines
4616,madlib
4617,the chap
4618,vcmg
4619,mike wexler
4620,feedtime
4621,white rabbits
4622,revenge
4623,alex winston
4624,bowerbirds
4625,dinowalrus
4626,tim fite
4627,belbury poly
4628,bbu
4629,sophia knapp
4630,christian mistress
4631,bodyguard
4632,the ting tings
4633,gang colours
4634,david sylvian
4635,memoryhouse
4636,dirty three
4637,xray eyeballs
4638,corrosion of conformity
4639,karen dalton
4640,hunx
4641,"ulrich schnauss, mark peters"
4642,hood
4643,ben kweller
4644,eyvind kang
4645,jim jarmusch
4646,mind spiders
4647,"nick catchdubs, jackie chain"
4648,cursive
4649,my best fiend
4650,lucky dragons
4651,liberteer
4652,matt elliott
4653,the lemonheads
4654,suzanne ciani
4655,sea lions
