,0
1607,jackmaster
1608,schoolboy q
1609,darkstar
1610,trust punks
1611,tangents
1612,martha
1613,john roberts
1614,maxwell
1615,kelsey lu
1616,eric copeland
1617,gone is gone
1618,vivien goldman
1619,risn murphy
1620,araabmuzik
1621,gggs
1622,lauryn hill
1623,metronomy
1624,scharpling & wurster
1625,marisa anderson
1626,steven julien
1627,the avalanches
1628,nite-funk
1629,"nils frahm, woodkid"
1630,gojira
1631,aphex twin
1632,inter arma
1633,the game
1634,hot hot heat
1635,blink-182
1636,magic!
1637,egisto macchi
1638,bat for lashes
1639,mick harvey
1640,alice bag
1641,stephen steinbrink
1642,pulp
1643,desiigner
1644,nice as fuck
1645,look mexico
1646,sunpath
1647,"future, dj esco"
1648,james ferraro
1649,puro instinct
1650,david toop
1651,blood orange
1652,river tiber
1653,lets eat grandma
1654,lungfish
1655,"jim orourke, fennesz"
1656,told slant
1657,amy klein
1658,"blut aus nord, vangelist"
1659,caveman
1660,bjarki
1661,suicide
1662,the avett brothers
1663,delorean
1664,yumi zouma
1665,jay arner
1666,grace jones
1667,"john cage, sun ra"
1668,allen toussaint
1669,g.l.o.s.s.
1670,laura mvula
1671,saqqara mastabas
1672,disclosure
1673,wye oak
1674,sui zhen
1675,the gotobeds
1676,mitski
1677,bishop nehru
1678,brigid mae power
1679,rlyr
1680,"todd terje, the olsens"
1681,ro james
1682,palmistry
1683,will butler
1684,weval
1685,george harrison
1686,case/lang/veirs
1687,yung
1688,nails
1689,jake bugg
1690,audion
1691,nick jonas
1692,"laraaji, sun araw"
1693,dan lissvik
1694,diarrhea planet
1695,band of horses
1696,the temper trap
1697,jackie lynn
1698,nate wooley
1699,air
1700,plaid
1701,holger czukay
1702,sumac
1703,alexis taylor
1704,ladyhawke
1705,fear of men
1706,garbage
1707,speedy ortiz
1708,floorplan
1709,margaret glaspy
1710,paul simon
1711,peter bjorn and john
1712,terry reid
1713,mourn
1714,xenia rubinos
1715,the strokes
1716,the kills
1717,white zombie
1718,whitney
1719,melvins
1720,"moonface, siinai"
1721,payroll giovanni
1722,slum village
1723,steve gunn
1724,the wailers
1725,cough
1726,joey purp
1727,dm-funk
1728,seiho
1729,william tyler
1730,jank
1731,mark kozelek
1732,holy fuck
1733,sepalcure
1734,angry angles
1735,beth orton
1736,minor victories
1737,angel du$t
1738,daniel romano
1739,kristin kontrol
1740,pup
1741,olga bell
1742,rebolledo
1743,"robert glasper, miles davis"
1744,classixx
1745,africans with mainframes
1746,the hotelier
1747,the underachievers
1748,allen ginsberg
1749,debo band
1750,islands
1751,adult jazz
1752,ariana grande
1753,gold panda
1754,mock orange
1755,so so glos
1756,pantha du prince
1757,rhys chatham
1758,eagulls
1759,christian naujoks
1760,marissa nadler
1761,richard ashcroft
1762,adia victoria
1763,carla bley
1764,car seat headrest
1765,head wound city
1766,mutual benefit
1767,torn hawk
1768,oscar
1769,nothing
1770,shit robot
1771,chance the rapper
1772,summer cannibals
1773,jameszoo
1774,pinkshinyultrablast
1775,miles davis
1776,modern baseball
1777,kvelertak
1778,arbor labor union
1779,hooded fang
1780,skepta
1781,corinne bailey rae
1782,thomas cohen
1783,kaytranada
1784,mark pritchard
1785,twin peaks
1786,bacao rhythm & steel band
1787,death grips
1788,jean-michel jarre
1789,pita
1790,seratones
1791,luh
1792,gregory porter
1793,mary chapin carpenter
1794,james blake
1795,little scream
1796,homeboy sandman
1797,fog
1798,julianna barwick
1799,meyhem lauren
1800,chris cohen
1801,"jack dejohnette, ravi coltrane, matthew garrison"
1802,cluster
1803,britta phillips
1804,mo troper
1805,white lung
1806,vektor
1807,big black delta
1808,pity sex
1809,hurry
1810,egyptian lover
1811,operators
1812,katy b
1813,holy ghost!
1814,yoni & geti
1815,lush
1816,anna wise
1817,alarm will sound
1818,"prince, the new power generation"
1819,dej loaf
1820,dlek
1821,"ensemble dal niente, deerhoof"
1822,susanna
1823,audio push
1824,beyonc
1825,cullen omori
1826,antwon
1827,andy stott
1828,etta james
1829,ulver
1830,kyle craft
1831,rogue wave
1832,bill evans
1833,"dj quik, problem"
1834,plants and animals
1835,jay reatard
1836,"konono n1, batida"
1837,primitive weapons
1838,cellars
1839,lawrence
1840,carlos nio & friends
1841,sturgill simpson
1842,dave harrington group
1843,toyomu
1844,deakin
1845,sam beam & jesca hoop
1846,bleached
1847,mr. lif
1848,tunji ige
1849,royce 59
1850,cate le bon
1851,"tyler friedman, samuel rohrer"
1852,eskimeaux
1853,ben watt
1854,niki and the dove
1855,greys
1856,youth code
1857,into it. over it.
1858,gallant
1859,dinner
1860,m83
1861,dj rashad
1862,frightened rabbit
1863,bombino
1864,parquet courts
1865,terrace martin
1866,tacocat
1867,"trd, grs och stenar"
1868,tim hecker
1869,twenty88
1870,flying saucer attack
1871,grimes
1872,ash koosha
1873,andrew bird
1874,teen suicide
1875,"henry threadgill, ensemble double-up"
1876,yeasayer
1877,the last shadow puppets
1878,autolux
1879,bob mould
1880,the field
1881,leon vynehall
1882,tombs
1883,frankie cosmos
1884,eric bachmann
1885,black milk & nat turner
1886,nisennenmondai
1887,glenn jones
1888,azealia banks
1889,charles bradley
1890,black mountain
1891,mike and the melvins
1892,the monochrome set
1893,laura gibson
1894,elliphant
1895,zayn
1896,moderat
1897,ramriddlz
1898,brad fiedel
1899,explosions in the sky
1900,rjd2
1901,domo genesis
1902,anthony braxton
1903,public memory
1904,larry levan
1905,cobalt
1906,studio ost
1907,babyfather
1908,masami akita & eiko ishibashi
1909,the thermals
1910,father
1911,"vijay iyer, wadada leo smith"
1912,baauer
1913,boosie badazz
1914,starchild & the new romantic
1915,ilovemakonnen
1916,the joy formidable
1917,lucius
1918,"the body, full of hell"
1919,kiran leonard
1920,gwen stefani
1921,"boris, merzbow"
1922,open mike eagle & paul white
1923,"bonnie prince billy, bitchin bajas"
1924,lust for youth
1925,the goon sax
1926,bent shapes
1927,gadget
1928,primal scream
1929,hlos
1930,chris forsyth and the solar motel band
1931,flatbush zombies
1932,lifetones
1933,ceramic tl
1934,zelooperz
1935,horse jumper of love
1936,zach cooper
1937,dj katapila
1938,fake boyfriend
1939,immix ensemble & vessel
1940,the range
1941,lpsley
1942,m. ward
1943,big ups
1944,methyl ethel
1945,carter tanton
1946,jealousy
1947,tiga
1948,iggy pop
1949,wussy
1950,the big pink
1951,"lil wayne, 2 chainz"
1952,glitterbust
1953,kane strang
1954,mothers
1955,smoke dza
1956,polia
1957,jennifer o'connor
1958,thao & the get down stay down
1959,el guincho
1960,anna meredith
1961,yndi halda
1962,mikael seifu
1963,sarah neufeld
1964,esperanza spalding
1965,oranssi pazuzu
1966,anenon
1967,heron oblivion
1968,loretta lynn
1969,la sera
1970,thug entrancer
1971,especia
1972,quilt
1973,hxlt
1974,lnzndrf
1975,mr. fingers
1976,na
1977,yuck
1978,rome fortune
1979,hop along
1980,"glenn kotche, so percussion"
1981,lucy dacus
1982,"macklemore, ryan lewis"
1983,prins thomas
1984,john cale
1985,bj the chicago kid
1986,the 1975
1987,crater
1988,amthst
1989,waco brothers
1990,"james holden, luke abbott"
1991,the dirty nil
1992,the snails
1993,santigold
1994,venetian snares
1995,death index
1996,teen
1997,cavern of anti-matter
1998,rangda
1999,ra ra riot
2000,seth bogart
2001,"jesu, sun kil moon"
2002,"anna homler, steve moshier"
2003,michael nau
2004,jack garratt
2005,matmos
2006,wild nothing
2007,benny hester
2008,brood ma
2009,lushlife
2010,mount moriah
2011,moodymann
2012,rokia traor
2013,so pitted
2014,africaine 808
2015,eight bells
2016,daniel wohl
2017,cfcf
2018,the skiffle players
2019,kanye west
2020,moomin
2021,two inch astronaut
2022,sioux falls
2023,lissie
2024,knxwledge
2025,abi reimold
2026,aluk todolo
2027,sicko mobb
2028,foxes
2029,gogo penguin
2030,nonkeen
2031,school of seven bells
2032,essaie pas
2033,jeb loy nichols
2034,milk n cookies
2035,"vic spencer, chris crack"
2036,alex smoke
2037,nap eyes
2038,cross record
2039,eric prydz
2040,freakwater
2041,black moth super rainbow
2042,djds
2043,chester watson
2044,king
2045,charlie puth
2046,a pleasure
2047,black tusk
2048,field music
2049,diiv
2050,african head charge
2051,lion babe
2052,saul williams
2053,lucinda williams
2054,rihanna
2055,benji hughes
2056,surgeon
2057,sunflower bean
2058,basement
2059,conrad keely
2060,money
2061,lee hazlewood
2062,cian nugent
2063,roly porter
2064,nevermen
2065,bloc party
2066,charlie hilton
2067,this heat
2068,tindersticks
2069,wet
2070,pop. 1280
2071,shearwater
2072,majical cloudz
2073,"snoop dogg, daz dillinger"
2074,adrian younge
2075,the high llamas
2076,number girl
2077,suede
2078,eleanor friedberger
2079,chairlift
2080,daughter
2081,fat white family
2082,tortoise
2083,dust
2084,lucrecia dalt
2085,the besnard lakes
2086,albert ayler
2087,savages
2088,bloodiest
2089,mila j
2090,timbaland
2091,petal
2092,lycus
2093,lil bibby
2094,7 year bitch
2095,busta rhymes
2096,cozz
2097,witchcraft
2098,richie hawtin
2099,guy blakeslee
2100,paper days
2101,villagers
2102,fingers inc.
2103,dylan leblanc
2104,coldair
2105,mood ii swing
2106,julia brown
2107,anderson .paak
2108,craw
2109,mikael tariverdiev
2110,ches smith
2111,odd nosdam
2112,kyle hall
2113,gag
2114,the soft pink truth
2115,august alsina
2116,hinds
2117,ennio morricone
2118,teenage jesus & the jerks
2119,"aesop rock, homeboy sandman"
2120,pusha t
2121,the spook school
2122,harmonia
2123,archy marshall
2124,pimp c
2125,baroness
2126,deantoni parks
2127,gum
2128,stephan mathieu
2129,nadia reid
2130,jennylee
2131,the velvet underground
2132,laddio bolocko
2133,cassie ramone
2134,lubomyr melnyk
2135,zora jones
2136,diggs duke
2137,magic circle
2138,babyface
2139,pope francis
2140,sunn o)))
2141,junglepussy
2142,jadakiss
2143,sophie
2144,the blue jean committee
2145,gloria ann taylor
2146,danny l harle
2147,paranoid london
2148,"muja messiah, i self devine"
2149,beat happening
2150,punch brothers
2151,doug hream blunt
2152,john coltrane
2153,horrendous
2154,"the body, krieg"
2155,andr bratten
2156,dj paypal
2157,dragged into sunlight / gnaw their tongues
2158,joey anderson
2159,kneebody and daedelus
2160,natalie prass
2161,adele
2162,en
2163,enya
2164,jaala
2165,cavanaugh
2166,andrew hung
2167,lotic
2168,"shye ben tzur, jonny greenwood, the rajasthan express"
2169,kurt stenzel
2170,f(x)
2171,kode9
2172,wreckless eric
2173,nef the pharaoh
2174,anna von hausswolff
2175,jamie woon
2176,justin bieber
2177,alessia cara
2178,escort
2179,jeff lynnes elo
2180,cool uncle
2181,pinkish black
2182,"glenn kotche, john luther adams"
2183,"talib kweli, 9th wonder"
2184,le1f
2185,kurt cobain
2186,kate boy
2187,puff daddy
2188,rustie
2189,white widows pact
2190,trust fund
2191,corrections house
2192,"connan mockasin, devont hynes"
2193,foxing
2194,kirk knight
2195,amy winehouse
2196,carla morrison
2197,ellie goulding
2198,ted hearne
2199,white out
2200,joshua abrams
2201,fuzz
2202,laura stevenson
2203,"french montana, fetty wap"
2204,boots
2205,tropic of cancer
2206,pictureplane
2207,el vy
2208,john renbourn
2209,"hieroglyphic being, j.i.t.u. ahn-sahm-buhl"
2210,sun city girls
2211,yautja
2212,basic soul unit
2213,eartheater
2214,patrick cowley
2215,long beard
2216,"dave gahan, soulsavers"
2217,christine and the queens
2218,"madlib, m.e.d., blu"
2219,philip jeck
2220,luke vibert
2221,vhl
2222,built to spill
2223,karamika
2224,shining
2225,martin courtney
2226,dan friel
2227,franoise hardy
2228,vanessa carlton
2229,wax idols
2230,the promise ring
2231,cult leader
2232,dj firmeza
2233,joanna newsom
2234,zombi
2235,raury
2236,yacht
2237,kowloon walled city
2238,the edge of daybreak
2239,sexwitch
2240,windhand
2241,st germain
2242,doughboyz cashout
2243,neon indian
2244,mga
2245,the mantles
2246,dj spinn
2247,cooly g
2248,clutch
2249,kylesa
2250,drive-by truckers
2251,deerhunter
2252,cara stacey
2253,dilly dally
2254,young dro
2255,alex g
2256,the decemberists
2257,donato dozzy
2258,shopping
2259,co la
2260,"ryan hemsworth, lucas"
2261,eagles of death metal
2262,larry gus
2263,nicole dollanganger
2264,girl band
2265,autre ne veut
2266,moscow club
2267,childbirth
2268,battles
2269,mercury rev
2270,jay rock
2271,big grams
2272,deafheaven
2273,doe paoro
2274,graveyard
2275,drew mcdowall
2276,sarah kirkland snider
2277,ron morelli
2278,peaches
2279,the dead weather
2280,chevel
2281,casey veggies
2282,chvrches
2283,juicy j
2284,mariah
2285,micachu and the shapes
2286,destruction unit
2287,jawbox
2288,"fennesz, king midas sound"
2289,u.s. girls
2290,"drake, future"
2291,natasha kmeto
2292,new order
2293,kurt vile
2294,donmonique
2295,sam binga
2296,the arcs
2297,dit
2298,the roadside graves
2299,dope body
2300,jens-uwe beyer
2301,blackalicious
2302,youth lagoon
2303,"merzbow, jim orourke, akira sakata, chikamorachi"
2304,corrina repp
2305,willis earl beal
2306,air waves
2307,pole
2308,metric
2309,ought
2310,skylar spence
2311,rose mcdowall
2312,dj richard
2313,low
2314,fidlar
2315,pwr bttm
2316,phil cook
2317,the isley brothers
2318,mueller & roedelius
2319,telekinesis
2320,petite noir
2321,slayer
2322,cold beat
2323,farao
2324,lower
2325,helen
2326,beirut
2327,savant
2328,empress of
2329,masayoshi fujita
2330,the kitchen cinq
2331,widowspeak
2332,unwound
2333,the libertines
2334,mike krol
2335,verbal kent
2336,marrow
2337,panda bear
2338,christian rich
2339,salad boys
2340,all dogs
2341,method man
2342,dead to a dying world
2343,daniel.t.
2344,foals
2345,idjut boys
2346,fake palms
2347,tamaryn
2348,myrkur
2349,"bitchin bajas, natural information society"
2350,dornik
2351,frog eyes
2352,gardens & villa
2353,fuck the facts
2354,drinks
2355,ghost
2356,glassine
2357,the foreign exchange
2358,monk parker
2359,reatards
2360,ancient warfare
2361,jackson c. frank
2362,the good life
2363,fka twigs
2364,f ingers
2365,advance base
2366,"berner, the jacka"
2367,royal headache
2368,gonno
2369,dave cloud & the gospel of power
2370,tunde olaniran
2371,retch
2372,stern
2373,guilty simpson
2374,the black dog
2375,"aphex twin, afx"
2376,zachary cale
2377,mark lanegan
2378,tink
2379,azekel
2380,pavement
2381,gangrene
2382,lindi ortega
2383,dr. dre
2384,jessie jones
2385,team sleep
2386,heathered pearls
2387,lizzy mercier descloux
2388,"lil b, chance the rapper"
2389,chris crack
2390,hatchback
2391,eleventh dream day
2392,donnacha costello
2393,joe plummer
2394,night beds
2395,"robyn, la bagatelle magique"
2396,michael stasis
2397,slim twig
2398,jill scott
2399,warren g
2400,deiphago
2401,trae tha truth
2402,grave babies
2403,la luz
2404,ultimate painting
2405,pearl charles
2406,health
2407,bert jansch
2408,deaf wish
2409,the coneheads
2410,gunplay
2411,teenage time killers
2412,sweet cobra
2413,r. andrew lee
2414,alessandro cortini
2415,albert hammond jr.
2416,ricked wicky
2417,adult mom
2418,lianne la havas
2419,julio bashmore
2420,dj roc
2421,illfightyou
2422,lamb of god
2423,watkins family hour
2424,earthly
2425,gwenno
2426,ms mr
2427,j fernandez
2428,mario diaz de leon
2429,"kool keith, l'orange"
2430,strange wilds
2431,spraynard
2432,tearjerker
2433,locrian
2434,snooty garbagemen
2435,ashley monroe
2436,mas ysa
2437,sly and the family stone
2438,sassyblack
2439,bad bad hats
2440,fox millions duo
2441,ducktails
2442,wavves x cloud nothings
2443,ty money
2444,seven davis jr.
2445,years & years
2446,ratatat
2447,self defense family
2448,container
2449,"ben bridwell, iron & wine"
2450,the chemical brothers
2451,nadastrom
2452,the alchemist
2453,jason isbell
2454,negative scanner
2455,karin krog
2456,veruca salt
2457,tame impala
2458,duke ellington
2459,envy
2460,peacers
2461,creepoid
2462,the velvet teen
2463,the internet
2464,lil wayne
2465,flesh world
2466,beatking
2467,the tough alliance
2468,lee bannon
2469,ezra furman
2470,ecstatic vision
2471,rp boo
2472,ghostface killah & adrian younge
2473,active child
2474,heather woods broderick
2475,matrixxman
2476,failure
2477,tyga
2478,class actress
2479,lucki eck$
2480,mutoid man
2481,kronos quartet
2482,london oconnor
2483,bilal
2484,the armed
2485,blawan
2486,main attrakionz
2487,dave douglas
2488,smokey
2489,pete rock
2490,refused
2491,t. hardy morris
2492,mewithoutyou
2493,richard thompson
2494,leon bridges
2495,bomba estreo
2496,nate ruess
2497,son lux
2498,flo morrissey
2499,hunee
2500,"s. araw ""trio"" xi"
2501,desaparecidos
2502,meg baird
2503,jaakko eino kalevi
2504,tenement
2505,nils frahm
2506,evan caminiti
2507,robert glasper trio
2508,false
2509,todd terje
2510,giorgio moroder
2511,klsch
2512,nick diamonds
2513,namie amuro
2514,princess chelsea
2515,vattnet viskar
2516,high on fire
2517,dj koze
2518,helm
2519,sarah cracknell
2520,mates of state
2521,ken mode
2522,ryn weaver
2523,ffs
2524,bruce brubaker
2525,pins
2526,moritz von oswald trio
2527,heartless bastards
2528,sharon van etten
2529,sweet john bloom
2530,jason derulo
2531,institute
2532,faith no more
2533,insect ark
2534,sightings
2535,muse
2536,nicolay
2537,prinzhorn dance school
2538,stellar om source
2539,time wharp
2540,the mothmen
2541,goatsnake
2542,donnie trumpet & the social experiment
2543,the deslondes
2544,rachel grimes
2545,akitsa
2546,eternal summers
2547,christopher owens
2548,zhala
2549,in camera
2550,amir alexander
2551,nozinja
2552,daughn gibson
2553,florence and the machine
2554,obsequiae
2555,drainolith
2556,soak
2557,jamie xx
2558,kosmo kat
2559,strategy
2560,the vaccines
2561,a$ap rocky
2562,cloud rat
2563,valet
2564,shana cleveland & the sandcastles
2565,murs
2566,two sheds
2567,crosss
2568,tropical trash
2569,dr. yen lo
2570,unknown mortal orchestra
2571,onra
2572,kid606
2573,smurphy
2574,tanlines
2575,holly miranda
2576,zedd
2577,du blonde
2578,holly herndon
2579,shilpa ray
2580,ceremony
2581,brandon flowers
2582,lakker
2583,hot chip
2584,vito ricci
2585,cecil taylor
2586,joanna gruesome
2587,ben khan
2588,bryce dessner
2589,loren connors
2590,crocodiles
2591,charles cohen
2592,jupiter jax
2593,noisem
2594,john moreland
2595,gacha bakradze
2596,bankroll fresh
2597,prefuse 73
2598,palma violets
2599,coliseum
2600,elvis depressedly
2601,icky blossoms
2602,boof
2603,tyondai braxton
2604,"david kauffman, eric caboor"
2605,juan wauters
2606,the tallest man on earth
2607,beatriz ferreyra
2608,michael angelo
2609,ciara
2610,psychic reality
2611,mumford & sons
2612,mikal cronin
2613,red house painters
2614,best coast
2615,turn to crime
2616,django django
2617,jazz cartier
2618,todd rundgren/emil nikolaisen/hans-peter lindstrm
2619,nai harvest
2620,george fitzgerald
2621,home blitz
2622,loke rahbek & puce mary
2623,my morning jacket
2624,braids
2625,slug
2626,daniele baldelli
2627,hagerty-toth band
2628,jackson scott
2629,mg
2630,yelawolf
2631,looper
2632,paul de jong
2633,blur
2634,sasha go hard
2635,samo sound boy
2636,bill fay
2637,"colin stetson, sarah neufeld"
2638,beauty pill
2639,"jeremiah jae, l'orange"
2640,chaos echoes
2641,roach gigz
2642,the very best
2643,death
2644,alabama shakes
2645,tei shi
2646,red death
2647,calexico
2648,abyss
2649,tribulation
2650,the breathing effect
2651,squarepusher
2652,great lake swimmers
2653,marina and the diamonds
2654,kmd
2655,kathryn calder
2656,low jack
2657,trickfinger
2658,ava luna
2659,pale blue
2660,m.c. schmidt
2661,sam cohen
2662,tal national
2663,matt & kim
2664,delia gonzalez
2665,"rome fortune, ceej"
2666,mac mccaughan
2667,east india youth
2668,suuns and jerusalem in my heart
2669,curren$y
2670,the wombats
2671,doldrums
2672,brian wilson
2673,young fathers
2674,anna caragnano & donato dozzy
2675,broken water
2676,royal thunder
2677,shlohmo
2678,say lou lou
2679,gabi
2680,michael rault
2681,the sonics
2682,ludacris
2683,the soft moon
2684,lower dens
2685,yonatan gat
2686,death cab for cutie
2687,disasterpeace
2688,faith healer
2689,benot pioulard
2690,jodeci
2691,tufthunter
2692,fort romeau
2693,madeon
2694,fllakzoid
2695,the prodigy
2696,thursday
2697,ratking
2698,chilly gonzales
2699,jesse malin
2700,anasazi
2701,scuba
2702,liturgy
2703,the cribs
2704,jam city
2705,people of the north
2706,ilyas ahmed
2707,the jon spencer blues explosion
2708,jimmy whispers
2709,earl sweatshirt
2710,the silence
2711,stone jack jones
2712,the go! team
2713,vetiver
2714,courtney barnett
2715,etiquette
2716,andy kim
2717,twin shadow
2718,maxo kream
2719,palmbomen ii
2720,inventions
2721,flicia atkinson
2722,houndstooth
2723,lightning bolt
2724,glen hansard
2725,rahel
2726,laura welsh
2727,modest mouse
2728,cana
2729,pyramids
2730,two-9
2731,"popol vuh, florian fricke"
2732,tobias jesso jr.
2733,enslaved
2734,"jessica lea mayfield, seth avett"
2735,white gzus
2736,mo kolours
2737,ranger
2738,lieutenant
2739,jeff the brotherhood
2740,sarah bethe nelson
2741,pearson sound
2742,heems
2743,black cilice
2744,yowler
2745,eskmo
2746,young guv
2747,cannibal ox
2748,og maco
2749,crypt sermon
2750,swervedriver
2751,"oren ambarchi, jim orourke"
2752,matthew e. white
2753,tom brosseau
2754,the black ryder
2755,dick diver
2756,crookers
2757,mastery
2758,radical dads
2759,rima kato
2760,sam prekop
2761,lady lamb the beekeeper
2762,david borden
2763,estelle
2764,thin lizzy
2765,eula
2766,lead belly
2767,purity ring
2768,an autumn for crippled children
2769,dutch uncles
2770,"mndr, sweet valley"
2771,the pop group
2772,pelican
2773,gang of four
2774,future brown
2775,tica douglas
2776,theesatisfaction
2777,"black twig pickers, steve gunn"
2778,colleen green
2779,eternal tapestry
2780,screaming females
2781,torche
2782,dan deacon
2783,the wave pictures
2784,tropics
2785,twin river
2786,the juliana hatfield three
2787,the king khan & bbq show
2788,pika
2789,dj sotofett
2790,kate pierson
2791,phosphorescent
2792,grooms
2793,carter tutti
2794,felix k
2795,krill
2796,jos gonzlez
2797,damon & naomi
2798,the staple singers
2799,beat spacek
2800,s. carey
2801,joker
2802,"ghostface killah, badbadnotgood"
2803,the supreme jubilees
2804,sir richard bishop
2805,a place to bury strangers
2806,anthony naples
2807,sonny and the sunsets
2808,emmy the great
2809,big noble
2810,title fight
2811,mikky ekko
2812,quarterbacks
2813,ne-yo
2814,endless bummer
2815,rone
2816,ex-cult
2817,zex
2818,leviathan
2819,africa express
2820,jeff bridges
2821,william ryan fritch
2822,matana roberts
2823,jib kidder
2824,breakfast in fur
2825,john tejada
2826,phantom posse
2827,murder by death
2828,nite fields
2829,all we are
2830,two gallants
2831,james blackshaw
2832,vic spencer
2833,jack name
2834,the church
2835,jazmine sullivan
2836,zs
2837,xibalba
2838,gaz coombes
2839,jan st. werner
2840,napalm death
2841,herbert
2842,twerps
2843,jessica pratt
2844,lino capra vaccina
2845,howlin rain
2846,"the body, thou"
2847,doomtree
2848,peals
2849,ro maron
2850,alasdair roberts
2851,trinidad james
2852,menace beach
2853,lena willikens
2854,young ejecta
2855,young l
2856,the sidekicks
2857,the go-betweens
2858,viet cong
2859,elephant micah
2860,erase errata
2861,mark ronson
2862,leather corduroys
2863,mcferrdog
2864,liam hayes
2865,california x
2866,disappears
2867,amen dunes
2868,the dodos
2869,ascension
2870,secret circuit
2871,red red meat
2872,mike jones
2873,geotic
2874,arthur
2875,tut
2876,gaussian curve
2877,atelje
2878,james murphy
2879,the advisory circle
2880,ghost culture
2881,"brian chippendale, greg saunier"
2882,niia x the range
2883,"dangelo, the vanguard"
2884,nicki minaj
2885,canooooopy
2886,william onyeabor
2887,theo parrish
2888,anatomy of habit
2889,hashman deejay
2890,usnea
2891,the jacka
2892,jordan de la sierra
2893,primordial
2894,old man gloom
2895,chumped
2896,the smashing pumpkins
2897,giant squid
2898,flake music
2899,sd
2900,silk rhodes
2901,mr. oizo
2902,diplo
2903,"merzbow, full of hell"
2904,at the gates
2905,"brian eno, jon hassell"
2906,wu-tang clan
2907,frank & tony
2908,trash kit
2909,she & him
2910,gabriel saloman
2911,raspberry bulbs
2912,rl grime
2913,songs: ohia
2914,giraffage
2915,hound
2916,mouse on mars
2917,ariel kalma
2918,jay shepheard
2919,barnt
2920,faust
2921,serengeti
2922,robert wyatt
2923,"savages, bo ningen"
2924,jesse ruins
2925,bryan ferry
2926,dan bodan
2927,atriarch
2928,iamamiwhoami
2929,dean blunt
2930,tv on the radio
2931,bedhead
2932,ryksopp
2933,2562
2934,ex cops
2935,hookworms
2936,les sins
2937,cult of youth
2938,captain beefheart
2939,parkay quarts
2940,2:54
2941,celestial shore
2942,antony and the johnsons
2943,elisa ambrogio
2944,dream police
2945,museum of love
2946,ricardo donoso
2947,mind fair
2948,dillon francis
2949,livity sound
2950,cave
2951,haerts
2952,ryan hemsworth
2953,obliterations
2954,megafortress
2955,a certain ratio
2956,deptford goth
2957,pianos become the teeth
2958,dirty beaches
2959,mineral
2960,medicine
2961,grouper
2962,bell gardens
2963,black milk
2964,blut aus nord
2965,pig destroyer
2966,the twilight sad
2967,field report
2968,the budos band
2969,objekt
2970,these new puritans
2971,menace ruine
2972,horse feathers
2973,kiesza
2974,nude beach
2975,scott walker + sunn o)))
2976,felicita
2977,lewis
2978,...and you will know us by the trail of dead
2979,a-wax
2980,dntel
2981,dj quik
2982,kele
2983,kindness
2984,jawbreaker
2985,allo darlin'
2986,kevin drumm
2987,kleerup
2988,cut hands
2989,boards of canada
2990,xylouris white
2991,absolutely free
2992,dads
2993,single mothers
2994,kode9 & the spaceape
2995,marianne faithfull
2996,vashti bunyan
2997,ex hex
2998,darkspace
2999,sbtrkt
3000,iceage
3001,nocturnal poisoning
3002,excepter
3003,the vaselines
3004,inspiral carpets
3005,the rural alberta advantage
3006,johnny marr
3007,caribou
3008,flying lotus
3009,dj spoko
3010,luke james
3011,"birdman, young thug, rich homie quan"
3012,electric wizard
3013,masters at work
3014,ymusic
3015,sea oleena
3016,thom yorke
3017,"takako minekawa, dustin wong"
3018,the aislers set
3019,alice gerrard
3020,the history of apple pie
3021,nehruviandoom
3022,witch mountain
3023,z
3024,s
3025,"freeway, the jacka"
3026,mapei
3027,julian casablancas + the voidz
3028,arp
3029,laetitia sadier
3030,salt cathedral
3031,whirr
3032,king tuff
3033,dan'l boone
3034,foxes in fiction
3035,shellac
3036,mecca normal
3037,los angeles police department
3038,so cow
3039,this will destroy you
3040,ides of gemini
3041,matthew shipp
3042,anjou
3043,tweedy
3044,royal blood
3045,moonface
3046,mr twin sister
3047,hamish kilgour
3048,vessel
3049,my brightest diamond
3050,krieg
3051,the ukiah drag
3052,jo johnson
3053,ballet school
3054,death from above 1979
3055,wara from the nbhd
3056,sloan
3057,avi buffalo
3058,karen o
3059,aby ngana diop
3060,robert plant
3061,shxcxchcxsh
3062,mazes
3063,jennifer castle
3064,ital
3065,interpol
3066,zammuto
3067,earth
3068,game theory
3069,yob
3070,sinoia caves
3071,mono/poly
3072,music blues
3073,the juan maclean
3074,j mascis
3075,il sogno del marinaio
3076,dark sky
3077,the wytches
3078,basement jaxx
3079,marcel dettmann
3080,robyn hitchcock
3081,cold specks
3082,the bug
3083,alraune
3084,connections
3085,jason feathers
3086,castanets
3087,literature
3088,the young
3089,"susanna, jenny hval"
3090,jj
3091,black rain
3092,kimbra
3093,sinad o'connor
3094,tashi dorji
3095,coachwhips
3096,the gaslight anthem
3097,the rentals
3098,mirel wagner
3099,b l a c k i e
3100,childhood
3101,faltydl
3102,zeitkratzer
3103,moir
3104,porter robinson
3105,lil silva
3106,electric wrms
3107,kenny dope
3108,martyrdd
3109,desertshore
3110,king louie
3111,nachtmystium
3112,abysmal lord
3113,the rosebuds
3114,dama/libra
3115,hideki kaji
3116,the #1s
3117,spider bags
3118,bear in heaven
3119,apache dropout
3120,geoffrey o'connor
3121,david kilgour and the heavy eights
3122,stardeath and white dwarfs
3123,dikembe
3124,wolfgang voigt
3125,novembers doom
3126,lawrence english
3127,puce mary
